Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,22589,2023-03-13,0.0078035566,0.0107331523,0.0120410046,21,100
Market-Adjusted Model,22591,2023-03-13,0.0063976911,0.0093681872,0.0106351392,21,100
Market-Adjusted Model,22592,2023-03-13,-0.05853437,-0.055777219,-0.054296922,21,100
Market-Adjusted Model,22594,2023-03-13,0.0079051309,0.0108205095,0.012142579,21,100
Market-Adjusted Model,22595,2023-03-13,-0.081081068,-0.078008703,-0.07684362,21,100
Market-Adjusted Model,22596,2023-03-13,0.0048216191,0.0077501585,0.0090590672,21,100
Market-Adjusted Model,22597,2023-03-13,0.0289155888,0.0365304752,0.0331530369,21,100
Market-Adjusted Model,22598,2023-03-13,-0.08241764,-0.045636036,-0.078180192,21,100
Market-Adjusted Model,22600,2023-03-13,0.0044096114,0.0074775462,0.0086470595,21,100
Market-Adjusted Model,22602,2023-03-13,-0.113064529,-0.032460456,-0.108827081,21,100
Market-Adjusted Model,22603,2023-03-13,-0.445712414,-0.55860284,-0.441474966,21,100
Market-Adjusted Model,22604,2023-03-13,0.0052960376,0.0081868848,0.0095334857,21,100
Market-Adjusted Model,22607,2023-03-13,0.0004748448,0.0033829792,0.0047122929,21,100
Market-Adjusted Model,22608,2023-03-13,-0.001440864,0.0031220995,0.0027965837,21,100
Market-Adjusted Model,22610,2023-03-13,-0.366223749,-0.39592657,-0.361986301,21,100
Market-Adjusted Model,22612,2023-03-13,0.0066923144,0.0095782087,0.0109297625,21,100
Market-Adjusted Model,22615,2023-03-13,0.0038872655,0.0067870233,0.0081247136,21,100
Market-Adjusted Model,22616,2023-03-13,0.0082244836,0.0110969937,0.0124619317,21,100
Market-Adjusted Model,22617,2023-03-13,0.0203513843,0.0414356606,0.0403384237,15,100
Market-Adjusted Model,22618,2023-03-13,-0.104632831,-0.096250955,-0.100395383,21,100
Market-Adjusted Model,22619,2023-03-13,-0.024999973,-0.014537208,-0.020762525,21,100
Market-Adjusted Model,22620,2023-03-13,-0.153187499,-0.153074338,-0.148950051,21,100
Market-Adjusted Model,22623,2023-03-13,-0.050460457,-0.04537979,-0.046223009,21,100
Market-Adjusted Model,22624,2023-03-13,-0.001930454,0.0009967442,0.002306994,21,100
Market-Adjusted Model,22625,2023-03-13,0.0072011341,0.0100938979,0.0114385822,21,100
Market-Adjusted Model,22626,2023-03-13,-0.117936773,-0.102168789,-0.113699324,21,100
Market-Adjusted Model,22627,2023-03-13,-0.338028222,-0.347231674,-0.333790774,21,100
Market-Adjusted Model,22628,2023-03-13,0.0090996431,0.0119868056,0.0133370912,21,100
Market-Adjusted Model,22629,2023-03-13,-0.311122215,-0.33819778,-0.306884767,21,100
Market-Adjusted Model,22630,2023-03-13,0.0067568196,0.0096449813,0.0109942677,21,100
Market-Adjusted Model,22631,2023-03-13,0.0039370041,0.0068543984,0.0081744522,21,100
Market-Adjusted Model,22632,2023-03-13,0.002887366,0.0057896073,0.0071248141,21,100
Market-Adjusted Model,22633,2023-03-13,0.0033800875,0.0063913408,0.0076175356,21,100
Market-Adjusted Model,22634,2023-03-13,0.0945945198,0.118221725,0.0988319679,21,100
Market-Adjusted Model,22635,2023-03-13,-0.009236778,-0.006333142,-0.00499933,21,100
Market-Adjusted Model,22636,2023-03-13,-0.111074213,-0.104886845,-0.106836765,21,100
Market-Adjusted Model,22638,2023-03-13,-0.538437631,-0.47147459,-0.534200183,21,100
Market-Adjusted Model,22639,2023-03-13,0.0196078237,0.0226368233,0.0238452718,21,100
Market-Adjusted Model,22640,2023-03-13,0.0047711018,0.0076761199,0.0090085499,21,100
Market-Adjusted Model,22641,2023-03-13,0.0048170664,0.0077190829,0.0090545145,21,100
Market-Adjusted Model,22643,2023-03-13,-0.378947396,-0.376852209,-0.374709948,21,100
Market-Adjusted Model,22644,2023-03-13,-0.052628353,-0.046757049,-0.048390905,21,100
Market-Adjusted Model,22645,2023-03-13,1.0724976E-9,0.0032655861,0.0042374492,21,100
Market-Adjusted Model,22646,2023-03-13,0.0100816607,0.0129563189,0.0143191088,21,100
Market-Adjusted Model,22647,2023-03-13,0.0043968166,0.0075356692,0.0086342647,21,100
Market-Adjusted Model,22650,2023-03-13,0.0043373569,0.0072389559,0.008574805,21,100
Market-Adjusted Model,22651,2023-03-13,0.0086275583,0.0115812702,0.0128650064,21,100
Market-Adjusted Model,22652,2023-03-13,0.0088756604,0.0117610409,0.0131131084,21,100
Market-Adjusted Model,22653,2023-03-13,-0.015151503,0.0487364068,-0.010914055,21,100
Market-Adjusted Model,22654,2023-03-13,0.0038572769,0.0067786439,0.008094725,21,100
Market-Adjusted Model,22655,2023-03-13,-0.295454569,-0.301666405,-0.29121712,21,100
Market-Adjusted Model,22658,2023-03-13,0.0033734792,0.0346388319,0.0347498275,10,100
Market-Adjusted Model,22659,2023-03-13,-0.047869576,-0.036083315,-0.043632128,21,100
Market-Adjusted Model,22660,2023-03-13,-0.201200284,-0.193941389,-0.196962835,21,100
Market-Adjusted Model,22661,2023-03-13,-0.006829238,-0.003859701,-0.00259179,21,100
Market-Adjusted Model,22662,2023-03-13,0.0066414274,0.0095724556,0.0108788755,21,100
Market-Adjusted Model,22663,2023-03-13,0.0164092746,0.0193146135,0.0206467227,21,100
Market-Adjusted Model,22666,2023-03-13,0.0103286961,0.013210647,0.0145661442,21,100
Market-Adjusted Model,22667,2023-03-13,-0.273679181,-0.251613312,-0.269441733,21,100
Market-Adjusted Model,22668,2023-03-13,0.0106178198,0.013471963,0.0148552679,21,100
Market-Adjusted Model,22669,2023-03-13,0.0582706673,0.0693227508,0.0625081154,21,100
Market-Adjusted Model,22670,2023-03-13,2.8288288494,2.4061218349,2.8330662975,21,100
Market-Adjusted Model,22671,2023-03-13,-0.159392814,-0.160607413,-0.155155366,21,100
Market-Adjusted Model,22674,2023-03-13,0.0272904216,0.0305564644,0.0315278697,21,100
Market-Adjusted Model,22675,2023-03-13,0.0003568739,0.005055076,0.004594322,21,100
Market-Adjusted Model,22676,2023-03-13,0.0039274341,0.0068622406,0.0081648822,21,100
Market-Adjusted Model,22677,2023-03-13,-0.847773171,-1.180002349,-0.848625233,2,100
Market-Adjusted Model,22678,2023-03-13,0.0048828312,0.0077778338,0.0091202793,21,100
Market-Adjusted Model,22679,2023-03-13,-0.238754337,-0.255131131,-0.234516889,21,100
Market-Adjusted Model,22682,2023-03-13,0.0213983388,0.0275606906,0.0256357868,21,100
Market-Adjusted Model,22683,2023-03-13,0.0048192955,0.0077109416,0.0090567436,21,100
Market-Adjusted Model,22684,2023-03-13,-0.064864882,-0.054212646,-0.060627434,21,100
Market-Adjusted Model,22685,2023-03-13,0.0135265106,0.0163674681,0.0177639587,21,100
Market-Adjusted Model,22686,2023-03-13,0.0339152301,0.0377962565,0.0381526782,21,100
Market-Adjusted Model,22687,2023-03-13,0.0062772125,0.0091684591,0.0105146606,21,100
Market-Adjusted Model,22688,2023-03-13,0.0067502117,0.0096596833,0.0109876598,21,100
Market-Adjusted Model,22689,2023-03-13,-0.047210233,0.00177476,-0.042972785,21,100
Market-Adjusted Model,22690,2023-03-13,0.0043710612,0.0072712741,0.0086085093,21,100
Market-Adjusted Model,22691,2023-03-13,0.0130870266,0.0162711954,0.0173244747,21,100
Market-Adjusted Model,22692,2023-03-13,-0.128230606,-0.129183058,-0.123993157,21,100
Market-Adjusted Model,22693,2023-03-13,0.0053948315,0.0082926569,0.0096322796,21,100
Market-Adjusted Model,22694,2023-03-13,0.0117878077,0.0146272533,0.0160252558,21,100
Market-Adjusted Model,22695,2023-03-13,-0.039868977,-0.036565575,-0.035631529,21,100
Market-Adjusted Model,22696,2023-03-13,-0.016131126,-0.012284761,-0.011893678,21,100
Market-Adjusted Model,22697,2023-03-13,0.00609395,0.0093763182,0.0103313981,21,100
Market-Adjusted Model,22698,2023-03-13,-0.07809016,-0.075445514,-0.073852712,21,100
Market-Adjusted Model,22703,2023-03-13,0.006869544,0.0098045357,0.0111069921,21,100
Market-Adjusted Model,22704,2023-03-13,0.0053424287,0.0082400961,0.0095798768,21,100
Market-Adjusted Model,22705,2023-03-13,0.0352809666,0.0392239008,0.0395184146,21,100
Market-Adjusted Model,22706,2023-03-13,0.0539143011,0.0577034408,0.0581517492,21,100
Market-Adjusted Model,22707,2023-03-13,-0.011640728,-0.007277576,-0.00740328,21,100
Market-Adjusted Model,22709,2023-03-13,-0.137437953,-0.142299351,-0.133200505,21,100
Market-Adjusted Model,22710,2023-03-13,-0.096840836,-0.091836374,-0.092603388,21,100
Market-Adjusted Model,22711,2023-03-13,-0.266618476,-0.264558243,-0.262381028,21,100
Market-Adjusted Model,22713,2023-03-13,-0.029317261,-0.0187576,-0.025079813,21,100
Market-Adjusted Model,22714,2023-03-13,0.0041175586,0.0081622373,0.0083550067,21,100
Market-Adjusted Model,22715,2023-03-13,0.0072219362,0.0101009325,0.0114593842,21,100
Market-Adjusted Model,22716,2023-03-13,0.049683652,0.0535341414,0.0539211001,21,100
Market-Adjusted Model,22717,2023-03-13,-0.024145814,-0.02057283,-0.019908366,21,100
Market-Adjusted Model,22718,2023-03-13,0.0081770513,0.0119852982,0.0124144994,21,100
Market-Adjusted Model,22719,2023-03-13,0.0082657966,0.0119856528,0.0125032447,21,100
Market-Adjusted Model,22720,2023-03-13,0.0089145774,0.0122127249,0.0131520255,21,100
Market-Adjusted Model,22721,2023-03-13,0.0339747136,0.0368891048,0.0382121617,21,100
Market-Adjusted Model,22722,2023-03-13,0.0230326081,0.0258611385,0.0272700562,21,100
Market-Adjusted Model,22723,2023-03-13,0.0039024356,0.0070480685,0.0081398837,21,100
Market-Adjusted Model,22724,2023-03-13,-0.036491343,-0.033943407,-0.032253895,21,100
Market-Adjusted Model,22725,2023-03-13,-0.064616789,-0.061972794,-0.060379341,21,100
Market-Adjusted Model,22726,2023-03-13,0.0038387683,0.0067868135,0.0080762163,21,100
Market-Adjusted Model,22730,2023-03-13,-0.051444271,-0.048182073,-0.047206823,21,100
Market-Adjusted Model,22731,2023-03-13,0.0097276637,0.0126106215,0.0139651118,21,100
Market-Adjusted Model,22735,2023-03-13,0.0167682244,0.0209829556,0.0210056725,21,100
Market-Adjusted Model,22738,2023-03-13,0.0058251905,0.008726729,0.0100626386,21,100
Market-Adjusted Model,22739,2023-03-13,0.0009256916,0.0050880983,0.0051631397,21,100
Market-Adjusted Model,22740,2023-03-13,0.0004142771,0.0043249543,0.0046517252,21,100
Market-Adjusted Model,22741,2023-03-13,-0.077110527,-0.074804192,-0.072873079,21,100
Market-Adjusted Model,22742,2023-03-13,0.0043646095,0.0072960336,0.0086020576,21,100
Market-Adjusted Model,22743,2023-03-13,0.0301940425,0.0338301107,0.0344314906,21,100
Market-Adjusted Model,22746,2023-03-13,0.005893857,0.008795017,0.0101313051,21,100
Market-Adjusted Model,22747,2023-03-13,0.1370967346,0.1511497668,0.1413341827,21,100
Market-Adjusted Model,22748,2023-03-13,0.0047527791,0.0076648422,0.0089902272,21,100
Market-Adjusted Model,22749,2023-03-13,0.0048308441,0.0077703577,0.0090682922,21,100
Market-Adjusted Model,22750,2023-03-13,0.0086372503,0.01156488,0.0128746984,21,100
Market-Adjusted Model,22751,2023-03-13,0.0038535606,0.0067823166,0.0080910087,21,100
Market-Adjusted Model,22752,2023-03-13,-0.020295492,-0.014765919,-0.016058044,21,100
Market-Adjusted Model,22754,2023-03-13,0.004816974,0.0077243102,0.0090544221,21,100
Market-Adjusted Model,22755,2023-03-13,0.0048402894,0.0077402734,0.0090777375,21,100
Market-Adjusted Model,22756,2023-03-13,0.0405404986,0.0555514566,0.0447779467,21,100
Market-Adjusted Model,22757,2023-03-13,-0.381491948,-0.295831836,-0.3772545,21,100
Market-Adjusted Model,22758,2023-03-13,0.0791367199,0.0868723428,0.083374168,21,100
Market-Adjusted Model,22759,2023-03-13,0.0033800871,0.0062779871,0.0076175352,21,100
Market-Adjusted Model,22762,2023-03-13,0.0076775357,0.0106114299,0.0119149838,21,100
Market-Adjusted Model,22763,2023-03-13,-0.104166625,-0.024251746,-0.099929177,21,100
Market-Adjusted Model,22764,2023-03-13,0.0102288882,0.0131168475,0.0144663363,21,100
Market-Adjusted Model,22765,2023-03-13,-0.257005887,-0.236298455,-0.252768439,21,100
Market-Adjusted Model,22766,2023-03-13,0.0100478949,0.0132657618,0.014285343,21,100
Market-Adjusted Model,22767,2023-03-13,-0.096491237,-0.092380952,-0.092253789,21,100
Market-Adjusted Model,22768,2023-03-13,-0.115607064,-0.112332951,-0.111369616,21,100
Market-Adjusted Model,22769,2023-03-13,0.0073099228,0.0102140162,0.0115473709,21,100
Market-Adjusted Model,22770,2023-03-13,0.0062081739,0.0090983877,0.010445622,21,100
Market-Adjusted Model,22771,2023-03-13,-0.04603581,0.0161156406,-0.041798362,21,100
Market-Adjusted Model,22772,2023-03-13,-0.329670356,-0.348421827,-0.325432908,21,100
Market-Adjusted Model,22773,2023-03-13,0.0054266748,0.0083269283,0.0096641229,21,100
Market-Adjusted Model,22774,2023-03-13,0.0047937904,0.007730571,0.0090312385,21,100
Market-Adjusted Model,22775,2023-03-13,0.0053319776,0.0082291536,0.0095694257,21,100
Market-Adjusted Model,22776,2023-03-13,-2.671058E-9,0.026494778,0.0042374454,21,100
Market-Adjusted Model,22777,2023-03-13,0.0057692714,0.0086740898,0.0100067195,21,100
Market-Adjusted Model,22778,2023-03-13,0.0048780674,0.0077772946,0.0091155155,21,100
Market-Adjusted Model,22779,2023-03-13,0.0508262089,0.0547014866,0.055063657,21,100
Market-Adjusted Model,22780,2023-03-13,-0.187755109,-0.187606808,-0.18351766,21,98
Market-Adjusted Model,22781,2023-03-13,0.0140186919,0.0607124492,0.01825614,21,100
Market-Adjusted Model,22782,2023-03-13,-0.792458087,-1.303162167,-0.788220639,21,100
Market-Adjusted Model,22783,2023-03-13,-0.239130417,-0.243186249,-0.234892969,21,100
Market-Adjusted Model,22784,2023-03-13,-0.126213591,-0.127852525,-0.121976143,21,100
Market-Adjusted Model,22785,2023-03-13,0.1475095788,0.161643294,0.1517470269,21,100
Market-Adjusted Model,22786,2023-03-13,-0.289473652,-0.324800378,-0.285236204,21,99
Market-Adjusted Model,22789,2023-03-13,0.0084805235,0.0127965996,0.0127179716,21,100
Market-Adjusted Model,22790,2023-03-13,0.0028887563,0.0058156434,0.0071262044,21,100
Market-Adjusted Model,22791,2023-03-13,0.0039254136,0.0068537827,0.0081628617,21,100
Market-Adjusted Model,22792,2023-03-13,0.0120307063,0.0151536494,0.0162681544,21,100
Market-Adjusted Model,22793,2023-03-13,-0.154272677,-0.153994605,-0.150035229,21,100
Market-Adjusted Model,22794,2023-03-13,0.0054536747,0.0083597491,0.0096911228,21,100
Market-Adjusted Model,22797,2023-03-13,0.1651090269,0.1712261276,0.1693464749,21,100
Market-Adjusted Model,22798,2023-03-13,-0.152542349,-0.118912396,-0.1483049,21,100
Market-Adjusted Model,22799,2023-03-13,-0.136125671,-0.135231024,-0.131888223,21,100
Market-Adjusted Model,22800,2023-03-13,0.0057859615,0.0086813275,0.0100234096,21,100
Market-Adjusted Model,22801,2023-03-13,-0.610000002,-0.830895505,-0.605762553,21,100
Market-Adjusted Model,22802,2023-03-13,0.0882353302,0.1137061438,0.0924727783,21,100
Market-Adjusted Model,22803,2023-03-13,0.0038909538,0.0068001029,0.0081284019,21,100
Market-Adjusted Model,22804,2023-03-13,-0.008771928,0.0105403307,-0.00453448,21,100
Market-Adjusted Model,22805,2023-03-13,0.0554839075,0.0941173638,0.0597213556,21,100
Market-Adjusted Model,22806,2023-03-13,0.0028584231,0.0057614078,0.0070958711,21,100
Market-Adjusted Model,22807,2023-03-13,-0.001250193,0.0028280916,0.0029872551,21,100
Market-Adjusted Model,22810,2023-03-13,0.0072149887,0.0101081117,0.0114524368,21,100
Market-Adjusted Model,22811,2023-03-13,-0.259530785,-0.284131076,-0.255293337,21,100
Market-Adjusted Model,22812,2023-03-13,0.0609833894,0.0665623625,0.0652208375,21,100
Market-Adjusted Model,22813,2023-03-13,0.0062537267,0.0094218611,0.0104911748,21,100
Market-Adjusted Model,22814,2023-03-13,-0.003337213,-0.000073434,0.0009002352,21,100
Market-Adjusted Model,22815,2023-03-13,0.0133335806,0.0163624258,0.0175710287,21,100
Market-Adjusted Model,22818,2023-03-13,-0.014607074,-0.011532301,-0.010369626,21,100
Market-Adjusted Model,22819,2023-03-13,-0.00227769,0.0009590937,0.0019597585,21,100
Market-Adjusted Model,22820,2023-03-13,-0.014988586,-0.011828995,-0.010751138,21,100
Market-Adjusted Model,22821,2023-03-13,0.0064084284,0.0095644937,0.0106458765,21,100
Market-Adjusted Model,22822,2023-03-13,0.0141387056,0.0170223958,0.0183761537,21,100
Market-Adjusted Model,22823,2023-03-13,0.0077369363,0.0106165701,0.0119743844,21,100
Market-Adjusted Model,22826,2023-03-13,0.0275608791,0.031751238,0.0317983272,21,100
Market-Adjusted Model,22827,2023-03-13,0.0041666744,0.0089054561,0.0084041225,21,100
Market-Adjusted Model,22828,2023-03-13,-0.001727818,0.0022836491,0.0025096297,21,100
Market-Adjusted Model,22829,2023-03-13,-0.00164402,0.0023909139,0.0025934285,21,100
Market-Adjusted Model,22830,2023-03-13,0.0223642084,0.0261045421,0.0266016565,21,100
Market-Adjusted Model,22831,2023-03-13,0.0251966464,0.0282517643,0.0294340945,21,100
Market-Adjusted Model,22834,2023-03-13,-0.109913332,-0.111311226,-0.105675884,21,100
Market-Adjusted Model,22835,2023-03-13,-0.002413346,0.0007778679,0.0018241024,21,100
Market-Adjusted Model,22836,2023-03-13,-0.098995685,-0.097689018,-0.094758237,21,100
Market-Adjusted Model,22837,2023-03-13,-0.071702019,-0.068521991,-0.067464571,21,100
Market-Adjusted Model,22838,2023-03-13,-0.003381403,0.0004693337,0.000856045,21,100
Market-Adjusted Model,22839,2023-03-13,-0.068673912,-0.053451502,-0.064436464,21,100
Market-Adjusted Model,22842,2023-03-13,-0.034704303,-0.030091134,-0.030466855,21,100
Market-Adjusted Model,22843,2023-03-13,-0.017794526,-0.013148087,-0.013557078,21,100
Market-Adjusted Model,22844,2023-03-13,-0.005405703,-0.002184265,-0.001168254,21,100
Market-Adjusted Model,22845,2023-03-13,-0.008831554,-0.004891041,-0.004594106,21,100
Market-Adjusted Model,22846,2023-03-13,0.0055127961,0.0086732887,0.0097502442,21,100
Market-Adjusted Model,22847,2023-03-13,0.014885783,0.0190949969,0.019123231,21,100
Market-Adjusted Model,22848,2023-03-13,0.0396238524,0.0432489847,0.0438613004,21,100
Market-Adjusted Model,22849,2023-03-13,0.0152486769,0.0189364652,0.019486125,21,100
Market-Adjusted Model,22850,2023-03-13,-0.015844504,-0.010634695,-0.011607056,21,100
Market-Adjusted Model,22851,2023-03-13,0.0434069053,0.046487808,0.0476443533,21,100
Market-Adjusted Model,22852,2023-03-13,0.045765568,0.0491842132,0.0500030161,21,100
Market-Adjusted Model,22853,2023-03-13,-0.023554751,-0.018757711,-0.019317303,21,100
Market-Adjusted Model,22854,2023-03-13,0.0047035142,0.008227585,0.0089409623,21,100
Market-Adjusted Model,22855,2023-03-13,-0.008767427,-0.00549072,-0.004529979,21,100
Market-Adjusted Model,22856,2023-03-13,0.003722795,0.0068911233,0.007960243,21,100
Market-Adjusted Model,22857,2023-03-13,-0.11513939,-0.115533661,-0.110901942,21,100
Market-Adjusted Model,22858,2023-03-13,-0.016191641,-0.012631527,-0.011954193,21,100
Market-Adjusted Model,22861,2023-03-13,-0.033112582,-0.029178385,-0.028875134,21,100
Market-Adjusted Model,22862,2023-03-13,-0.074919992,-0.072029182,-0.070682544,21,100
Market-Adjusted Model,22863,2023-03-13,0.0024815398,0.0070564579,0.0067189879,21,100
Market-Adjusted Model,22864,2023-03-13,0.0055572089,0.0093846336,0.009794657,21,100
Market-Adjusted Model,22865,2023-03-13,0.0016389844,0.0046813658,0.0058764325,21,100
Market-Adjusted Model,22866,2023-03-13,0.0480439496,0.0506051405,0.0522813976,21,100
Market-Adjusted Model,22869,2023-03-13,0.0200281703,0.0230486284,0.0242656184,21,100
Market-Adjusted Model,22870,2023-03-13,0.0215301365,0.024716175,0.0257675846,21,100
Market-Adjusted Model,22871,2023-03-13,-0.041752198,-0.038908629,-0.03751475,21,100
Market-Adjusted Model,22872,2023-03-13,-0.021593813,-0.017133515,-0.017356365,21,100
Market-Adjusted Model,22873,2023-03-13,0.0047710109,0.007678622,0.009008459,21,100
Market-Adjusted Model,22874,2023-03-13,0.0057747318,0.0086976776,0.0100121799,21,100
Market-Adjusted Model,22877,2023-03-13,0.0048169742,0.0077218086,0.0090544223,21,100
Market-Adjusted Model,22878,2023-03-13,0.0120598172,0.0149376466,0.0162972653,21,100
Market-Adjusted Model,22879,2023-03-13,-0.024928112,-0.016034269,-0.020690664,21,100
Market-Adjusted Model,22880,2023-03-13,-0.004367575,0.0028959153,-0.000130127,21,100
Market-Adjusted Model,22881,2023-03-13,0.0038759655,0.0067740484,0.0081134136,21,100
Market-Adjusted Model,22882,2023-03-13,0.0073091391,0.0102002237,0.0115465872,21,100
Market-Adjusted Model,22885,2023-03-13,-0.436074121,-0.486111348,-0.431836673,21,100
Market-Adjusted Model,22886,2023-03-13,-0.201486344,-0.189816687,-0.197248896,21,100
Market-Adjusted Model,22887,2023-03-13,0.0067697962,0.009788734,0.0110072443,21,100
Market-Adjusted Model,22888,2023-03-13,0.0038759654,0.0067705352,0.0081134135,21,100
Market-Adjusted Model,22889,2023-03-13,0.004816974,0.0077088724,0.0090544221,21,100
Market-Adjusted Model,22890,2023-03-13,0.0048638323,0.0078067064,0.0091012804,21,100
Market-Adjusted Model,22893,2023-03-13,0.0257152812,0.0570443643,0.0299527293,21,100
Market-Adjusted Model,22894,2023-03-13,-0.106109303,-0.0923461,-0.101871855,21,100
Market-Adjusted Model,22895,2023-03-13,0.0053476236,0.0082597995,0.0095850717,21,100
Market-Adjusted Model,22896,2023-03-13,0.0215348101,0.0274234033,0.0257722582,21,100
Market-Adjusted Model,22897,2023-03-13,-0.275623244,-0.299898764,-0.271385796,21,100
Market-Adjusted Model,22898,2023-03-13,0.0029939854,0.0059004357,0.0072314335,21,100
Market-Adjusted Model,22899,2023-03-13,-0.293051372,-0.286197148,-0.288813924,21,100
Market-Adjusted Model,22900,2023-03-13,0.0038498516,0.0068042244,0.0080872997,21,100
Market-Adjusted Model,22901,2023-03-13,0.006789495,0.0096971014,0.0110269431,21,100
Market-Adjusted Model,22902,2023-03-13,0.0087805029,0.0116517895,0.0130179509,21,100
Market-Adjusted Model,22903,2023-03-13,0.0091301595,0.0120278595,0.0133676076,21,100
Market-Adjusted Model,22906,2023-03-13,-0.284577124,-0.291989193,-0.280339676,21,100
Market-Adjusted Model,22907,2023-03-13,0.0048077108,0.0077231275,0.0090451589,21,100
Market-Adjusted Model,22908,2023-03-13,0.0019323171,0.0101641475,0.0061697652,21,100
Market-Adjusted Model,22909,2023-03-13,-0.053398012,-0.026613369,-0.049160564,21,100
Market-Adjusted Model,22910,2023-03-13,0.0024131827,0.0053155038,0.0066506308,21,100
Market-Adjusted Model,22911,2023-03-13,-0.200978309,-0.187433359,-0.196740861,21,100
Market-Adjusted Model,22914,2023-03-13,0.0038722131,0.0067716444,0.0081096612,21,100
Market-Adjusted Model,22915,2023-03-13,0.0248804051,0.0278187676,0.0291178532,21,100
Market-Adjusted Model,22916,2023-03-13,-0.020600007,-0.010972237,-0.016362559,21,100
Market-Adjusted Model,22917,2023-03-13,-0.008345986,-0.004174861,-0.004108537,21,100
Market-Adjusted Model,22918,2023-03-13,-0.026990016,-0.022911177,-0.022752568,21,100
Market-Adjusted Model,22919,2023-03-13,-0.008245242,-0.00375052,-0.004007794,21,100
Market-Adjusted Model,22922,2023-03-13,-0.001189087,0.002804699,0.0030483606,21,100
Market-Adjusted Model,22923,2023-03-13,0.0057970495,0.0086974704,0.0100344976,21,100
Market-Adjusted Model,22924,2023-03-13,0.015777584,0.0187974836,0.020015032,21,100
Market-Adjusted Model,22925,2023-03-13,-0.069164933,-0.065305924,-0.064927485,21,100
Market-Adjusted Model,22926,2023-03-13,0.0274089666,0.0303619941,0.0316464147,21,100
Market-Adjusted Model,22927,2023-03-13,0.0123200851,0.0180724591,0.0165575332,21,100
Market-Adjusted Model,22928,2023-03-13,1.9538302E-9,0.0272627569,0.00423745,21,100
Market-Adjusted Model,22929,2023-03-13,0.0138179078,0.0181071535,0.0180553559,21,100
Market-Adjusted Model,22930,2023-03-13,-0.009913101,-0.005604336,-0.005675653,21,100
Market-Adjusted Model,22931,2023-03-13,-0.021988342,-0.017790977,-0.017750894,21,100
Market-Adjusted Model,22932,2023-03-13,-0.007254944,-0.002816324,-0.003017496,21,100
Market-Adjusted Model,22933,2023-03-13,0.0562380696,0.0583653717,0.0604755177,21,100
Market-Adjusted Model,22934,2023-03-13,-0.047031655,-0.033657331,-0.042794207,21,100
Market-Adjusted Model,22935,2023-03-13,-0.071523888,-0.066242696,-0.067286439,21,100
Market-Adjusted Model,22936,2023-03-13,0.0014174378,0.0050570349,0.0056548859,21,100
Market-Adjusted Model,22937,2023-03-13,0.0038610003,0.0067718766,0.0080984484,21,100
Market-Adjusted Model,22938,2023-03-13,0.0036589845,0.0069227235,0.0078964326,21,100
Market-Adjusted Model,22941,2023-03-13,0.0022827457,0.0058002185,0.0065201938,21,100
Market-Adjusted Model,22942,2023-03-13,-0.002858159,0.001391742,0.0013792892,21,100
Market-Adjusted Model,22943,2023-03-13,0.0028606453,0.0060958794,0.0070980934,21,100
Market-Adjusted Model,22944,2023-03-13,0.0005230681,0.0037299111,0.0047605162,21,100
Market-Adjusted Model,22945,2023-03-13,0.0076629197,0.0105475725,0.0119003678,21,100
Market-Adjusted Model,22946,2023-03-13,0.0077369364,0.0106553931,0.0119743845,21,100
Market-Adjusted Model,22949,2023-03-13,-0.051672757,-0.046826616,-0.047435309,21,100
Market-Adjusted Model,22950,2023-03-13,-0.046209676,-0.038148197,-0.041972228,21,100
Market-Adjusted Model,22951,2023-03-13,-0.088315286,-0.08368632,-0.084077838,21,100
Market-Adjusted Model,22952,2023-03-13,0.1161290872,0.1280873835,0.1203665353,21,100
Market-Adjusted Model,22953,2023-03-13,-0.0929368,-0.091533496,-0.088699352,21,100
Market-Adjusted Model,22954,2023-03-13,-0.021359426,-0.017506269,-0.017121978,21,100
Market-Adjusted Model,22957,2023-03-13,0.0229189028,0.0283641595,0.0271563509,21,100
Market-Adjusted Model,22958,2023-03-13,-0.140087784,-0.138208485,-0.135850336,21,100
Market-Adjusted Model,22960,2023-03-13,-0.105122709,-0.104825517,-0.100885261,21,100
Market-Adjusted Model,22961,2023-03-13,-0.003592897,-0.000427769,0.0006445515,21,100
Market-Adjusted Model,22962,2023-03-13,0.0197876886,0.0227801514,0.0240251367,21,100
Market-Adjusted Model,22965,2023-03-13,-0.051829235,-0.01497467,-0.047591787,21,100
Market-Adjusted Model,22966,2023-03-13,-0.117191276,0.0200745252,-0.112953828,21,100
Market-Adjusted Model,22967,2023-03-13,0.0764611745,0.0779953392,0.0806986226,21,100
Market-Adjusted Model,22968,2023-03-13,-0.003692278,-0.000550636,0.0005451703,21,100
Market-Adjusted Model,22969,2023-03-13,0.0105464671,0.0134513062,0.0147839152,21,100
Market-Adjusted Model,22970,2023-03-13,0.0073134884,0.011153155,0.0115509365,21,100
Market-Adjusted Model,22973,2023-03-13,0.0103093192,0.017860594,0.0145467672,21,100
Market-Adjusted Model,22974,2023-03-13,0.0068426832,0.0098010741,0.0110801313,21,100
Market-Adjusted Model,22975,2023-03-13,-0.417754552,-0.496327356,-0.413517104,21,100
Market-Adjusted Model,22976,2023-03-13,-0.07781351,-0.069102379,-0.073576062,21,100
