Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,14097,2023-03-13,0.0676832882,0.0720642363,0.0719207363,21,100
Market-Adjusted Model,14098,2023-03-13,0.0259425824,0.0348861291,0.0301800305,21,100
Market-Adjusted Model,14102,2023-03-13,0.1129980665,0.1206044278,0.1172355146,21,100
Market-Adjusted Model,14107,2023-03-13,-0.124863291,-0.084458095,-0.120625843,21,100
Market-Adjusted Model,14108,2023-03-13,-0.011029688,-0.007387514,-0.00679224,21,100
Market-Adjusted Model,14127,2023-03-13,0.7222222566,0.6042928965,0.7264597047,21,100
Market-Adjusted Model,14128,2023-03-13,-0.10956559,-0.110507991,-0.105328142,21,100
Market-Adjusted Model,14132,2023-03-13,-0.022589072,-0.007580158,-0.018351623,21,100
Market-Adjusted Model,14133,2023-03-13,-0.015873004,0.001154532,-0.011635556,21,100
Market-Adjusted Model,14134,2023-03-13,-0.000796196,0.0021263156,0.0034412516,21,100
Market-Adjusted Model,14135,2023-03-13,-0.088012456,-0.080302169,-0.083775008,21,100
Market-Adjusted Model,14136,2023-03-13,-0.210132439,-0.218614817,-0.205894991,21,100
Market-Adjusted Model,14137,2023-03-13,-0.104761865,-0.091802051,-0.100524417,21,100
Market-Adjusted Model,14141,2023-03-13,-0.024124478,-0.020208179,-0.01988703,21,100
Market-Adjusted Model,14144,2023-03-13,-0.097634908,-0.093328949,-0.09339746,21,100
Market-Adjusted Model,14145,2023-03-13,-0.340996127,-0.35060736,-0.336758679,21,100
Market-Adjusted Model,14151,2023-03-13,-0.116964025,-0.117922821,-0.112726577,21,100
Market-Adjusted Model,14158,2023-03-13,-0.23232324,-0.198967135,-0.228085792,21,100
Market-Adjusted Model,14166,2023-03-13,-0.064968846,-0.062122766,-0.060731398,21,100
Market-Adjusted Model,14167,2023-03-13,0.1762434389,0.1889184713,0.180480887,21,100
Market-Adjusted Model,14169,2023-03-13,-0.019810615,-0.015780915,-0.015573167,21,100
Market-Adjusted Model,14172,2023-03-13,-0.065371008,-0.058234838,-0.06113356,21,100
Market-Adjusted Model,14175,2023-03-13,-0.152658198,-0.155141191,-0.14842075,21,100
Market-Adjusted Model,14177,2023-03-13,0.0028574686,0.0085894396,0.0070949167,21,100
Market-Adjusted Model,14178,2023-03-13,0.0116509418,0.0146440537,0.0158883899,21,100
Market-Adjusted Model,14179,2023-03-13,-0.196292243,-0.206433125,-0.192054795,21,100
Market-Adjusted Model,14181,2023-03-13,-0.095026697,-0.092931622,-0.090789249,21,100
Market-Adjusted Model,14182,2023-03-13,-0.110481959,-0.110141286,-0.106244511,21,100
Market-Adjusted Model,14183,2023-03-13,-0.153166411,-0.151006597,-0.148928962,21,100
Market-Adjusted Model,14185,2023-03-13,-0.119741075,-0.099843525,-0.115503627,21,100
Market-Adjusted Model,14186,2023-03-13,-0.038748828,-0.035517878,-0.03451138,21,100
Market-Adjusted Model,14187,2023-03-13,-0.022496561,-0.018495832,-0.018259113,21,100
Market-Adjusted Model,14191,2023-03-13,-0.274029098,-0.284606712,-0.26979165,21,100
Market-Adjusted Model,14192,2023-03-13,0.2923332961,0.2905675231,0.2965707442,21,100
Market-Adjusted Model,14193,2023-03-13,-0.241459944,-0.244393664,-0.237222496,21,100
Market-Adjusted Model,14194,2023-03-13,-0.16165971,-0.14815122,-0.157422262,21,100
Market-Adjusted Model,14195,2023-03-13,-0.144412056,-0.103189519,-0.140174608,21,100
Market-Adjusted Model,14196,2023-03-13,-0.186939647,-0.187203072,-0.182702199,21,100
Market-Adjusted Model,14199,2023-03-13,-0.0161788,-0.011669077,-0.011941352,21,100
Market-Adjusted Model,14200,2023-03-13,0.0112754091,0.0147623727,0.0155128572,21,100
Market-Adjusted Model,14201,2023-03-13,-0.058017529,-0.052636657,-0.053780081,21,100
Market-Adjusted Model,14202,2023-03-13,-0.121795764,-0.121760141,-0.117558316,21,100
Market-Adjusted Model,14203,2023-03-13,-0.004481622,-0.000645542,-0.000244174,21,100
Market-Adjusted Model,14204,2023-03-13,-0.029547664,-0.025394223,-0.025310216,21,100
Market-Adjusted Model,14205,2023-03-13,0.0553869207,0.0584233565,0.0596243688,21,100
Market-Adjusted Model,14206,2023-03-13,-0.007782035,-0.002724693,-0.003544587,21,100
Market-Adjusted Model,14207,2023-03-13,0.0406418712,0.0446525533,0.0448793193,21,100
Market-Adjusted Model,14208,2023-03-13,-0.044667366,-0.040112004,-0.040429918,21,100
Market-Adjusted Model,14210,2023-03-13,0.0005005619,0.0041463901,0.00473801,21,100
Market-Adjusted Model,14211,2023-03-13,0.0107540574,0.0136604383,0.0149915055,21,100
Market-Adjusted Model,14212,2023-03-13,-0.005166404,-0.00210784,-0.000928956,21,100
Market-Adjusted Model,14213,2023-03-13,-0.091202315,-0.088402872,-0.086964867,21,100
Market-Adjusted Model,14215,2023-03-13,-0.081751818,-0.076757315,-0.07751437,21,100
Market-Adjusted Model,14217,2023-03-13,-0.024129317,-0.020380994,-0.019891869,21,100
Market-Adjusted Model,14221,2023-03-13,-0.052237537,-0.046892777,-0.048000089,21,100
Market-Adjusted Model,14222,2023-03-13,-0.011866233,-0.005702461,-0.007628785,21,100
Market-Adjusted Model,14224,2023-03-13,-0.074034292,-0.071324068,-0.069796844,21,100
Market-Adjusted Model,14225,2023-03-13,0.0046409273,0.0075354566,0.0088783754,21,100
Market-Adjusted Model,14229,2023-03-13,-0.19272977,-0.202586483,-0.188492321,21,100
Market-Adjusted Model,14231,2023-03-13,0.0752831005,0.0798427205,0.0795205486,21,100
Market-Adjusted Model,14232,2023-03-13,-0.262773734,-0.264884503,-0.258536286,21,100
Market-Adjusted Model,14235,2023-03-13,-0.076036724,-0.070286691,-0.071799276,21,100
Market-Adjusted Model,14239,2023-03-13,-0.209511579,-0.216725113,-0.205274131,21,100
Market-Adjusted Model,14240,2023-03-13,-0.099583786,-0.099390956,-0.095346338,21,100
Market-Adjusted Model,14241,2023-03-13,0.0051006011,0.0092278815,0.0093380492,21,100
Market-Adjusted Model,14245,2023-03-13,-0.053540577,-0.036737274,-0.049303129,21,100
Market-Adjusted Model,14248,2023-03-13,-0.015179064,-0.01164587,-0.010941616,21,100
Market-Adjusted Model,14252,2023-03-13,-0.042819675,-0.038707134,-0.038582227,21,100
Market-Adjusted Model,14257,2023-03-13,0.0940032309,0.1368516966,0.098240679,21,100
Market-Adjusted Model,14258,2023-03-13,0.0478141925,0.0589578918,0.0520516406,21,100
Market-Adjusted Model,14259,2023-03-13,0.0148390914,0.0191743682,0.0190765395,21,100
Market-Adjusted Model,14263,2023-03-13,-0.078637545,-0.065611715,-0.074400096,21,100
Market-Adjusted Model,14264,2023-03-13,-0.007770079,-0.003776935,-0.003532631,21,100
Market-Adjusted Model,14265,2023-03-13,-0.059084512,-0.05580067,-0.054847064,21,100
Market-Adjusted Model,14268,2023-03-13,-0.232179203,-0.253945392,-0.227941755,21,100
Market-Adjusted Model,14272,2023-03-13,-0.128787927,-0.123180006,-0.124550479,21,100
Market-Adjusted Model,14273,2023-03-13,-0.006253871,0.0012392938,-0.002016423,21,100
Market-Adjusted Model,14274,2023-03-13,-0.23556582,-0.256243289,-0.231328372,21,100
Market-Adjusted Model,14275,2023-03-13,0.0082930116,0.0127193688,0.0125304597,21,100
Market-Adjusted Model,14276,2023-03-13,0.1051136653,0.1181785311,0.1093511134,21,100
Market-Adjusted Model,14277,2023-03-13,-0.132603817,-0.128323471,-0.128366369,21,100
Market-Adjusted Model,14280,2023-03-13,-0.103202839,-0.041713312,-0.098965391,21,100
Market-Adjusted Model,14281,2023-03-13,-0.063547629,-0.060843843,-0.059310181,21,100
Market-Adjusted Model,14282,2023-03-13,0.0121451748,0.0150608034,0.0163826229,21,100
Market-Adjusted Model,14283,2023-03-13,0.001193238,0.0055228633,0.0054306861,21,100
Market-Adjusted Model,14284,2023-03-13,0.0024646041,0.0059798848,0.0067020522,21,100
Market-Adjusted Model,14296,2023-03-13,0.0130246253,0.0199009303,0.0172620734,21,100
Market-Adjusted Model,14297,2023-03-13,-0.090096694,-0.087538841,-0.085859246,21,100
Market-Adjusted Model,14300,2023-03-13,-0.215324652,-0.232074935,-0.211087204,21,100
Market-Adjusted Model,14301,2023-03-13,-0.005113198,0.0054636703,-0.00087575,21,100
Market-Adjusted Model,14302,2023-03-13,-0.089751205,-0.087474665,-0.085513757,21,100
Market-Adjusted Model,14308,2023-03-13,-0.087662336,-0.077965636,-0.083424888,21,100
Market-Adjusted Model,14310,2023-03-13,-0.200886281,-0.210620359,-0.196648832,21,100
Market-Adjusted Model,14313,2023-03-13,-0.16568048,-0.171476671,-0.161443032,21,100
Market-Adjusted Model,14316,2023-03-13,0.1633333422,0.1731900021,0.1675707903,21,100
Market-Adjusted Model,14317,2023-03-13,0.0556189256,0.0621187039,0.0598563737,21,100
Market-Adjusted Model,14318,2023-03-13,-0.070663796,-0.064398692,-0.066426348,21,100
Market-Adjusted Model,14325,2023-03-13,0.1107446722,0.1224680431,0.1149821203,21,100
Market-Adjusted Model,14326,2023-03-13,0.0696527762,0.079105764,0.0738902243,21,100
Market-Adjusted Model,14328,2023-03-13,-0.266128983,-0.248052471,-0.261891535,21,100
Market-Adjusted Model,14329,2023-03-13,-0.085333348,-0.081455575,-0.0810959,21,100
Market-Adjusted Model,14332,2023-03-13,0.0241419854,0.0326094768,0.0283794335,21,100
Market-Adjusted Model,14333,2023-03-13,-0.029972547,-0.02593277,-0.025735099,21,100
Market-Adjusted Model,14336,2023-03-13,-0.217987779,-0.23220812,-0.213750331,21,100
Market-Adjusted Model,14338,2023-03-13,-0.085318141,-0.083541308,-0.081080693,21,100
Market-Adjusted Model,14339,2023-03-13,-0.070980366,-0.062889253,-0.066742918,21,100
Market-Adjusted Model,14343,2023-03-13,-0.014705931,-0.011692732,-0.010468483,21,100
Market-Adjusted Model,14344,2023-03-13,-0.068153669,-0.05524506,-0.063916221,21,100
Market-Adjusted Model,14346,2023-03-13,-0.007067949,-0.003963321,-0.002830501,21,100
Market-Adjusted Model,14348,2023-03-13,-0.031115366,-0.027802804,-0.026877918,21,100
Market-Adjusted Model,14353,2023-03-13,-0.100678485,-0.089358431,-0.096441037,21,100
Market-Adjusted Model,14355,2023-03-13,-0.22807017,-0.215155843,-0.223832722,21,100
Market-Adjusted Model,14358,2023-03-13,-0.279586733,-0.291944886,-0.275349285,21,100
Market-Adjusted Model,14359,2023-03-13,-0.151222456,-0.150925799,-0.146985008,21,100
Market-Adjusted Model,14377,2023-03-13,0.0091576634,0.0120692296,0.0133951115,21,100
Market-Adjusted Model,14379,2023-03-13,-0.031561228,-0.018101322,-0.02732378,21,100
Market-Adjusted Model,14385,2023-03-13,-0.014532393,-0.010807028,-0.010294945,21,100
Market-Adjusted Model,14387,2023-03-13,-0.031213905,-0.008527452,-0.026976457,21,100
Market-Adjusted Model,14399,2023-03-13,0.0219073389,0.0247755848,0.026144787,21,100
Market-Adjusted Model,14401,2023-03-13,-0.026983179,-0.02134288,-0.022745731,21,100
Market-Adjusted Model,14404,2023-03-13,0.0123109952,0.0152047644,0.0165484433,21,100
Market-Adjusted Model,14406,2023-03-13,-0.090922905,-0.088353461,-0.086685457,21,100
Market-Adjusted Model,14419,2023-03-13,-0.178947386,-0.158317986,-0.174709938,21,100
Market-Adjusted Model,14422,2023-03-13,-0.497008951,-0.602413357,-0.492771503,21,100
Market-Adjusted Model,14423,2023-03-13,-0.445054961,-0.552091181,-0.440817513,21,100
Market-Adjusted Model,14424,2023-03-13,-0.35704515,-0.406662909,-0.352807702,21,100
Market-Adjusted Model,14427,2023-03-13,-0.001497518,0.0022285745,0.0027399305,21,100
Market-Adjusted Model,14428,2023-03-13,0.0179274669,0.0212397168,0.022164915,21,100
Market-Adjusted Model,14431,2023-03-13,-0.165680517,-0.15631172,-0.161443069,21,100
Market-Adjusted Model,14432,2023-03-13,0.0118343454,0.02138686,0.0160717935,21,100
Market-Adjusted Model,14434,2023-03-13,-0.103613243,-0.103145025,-0.099375795,21,100
Market-Adjusted Model,14435,2023-03-13,-0.246621631,-0.250798811,-0.242384183,21,100
Market-Adjusted Model,14436,2023-03-13,-0.146742814,-0.148131171,-0.142505366,21,100
Market-Adjusted Model,14439,2023-03-13,-0.052584773,-0.048266042,-0.048347325,21,100
Market-Adjusted Model,14440,2023-03-13,-0.029596404,-0.020363769,-0.025358956,21,100
Market-Adjusted Model,14442,2023-03-13,-0.269528285,-0.278682383,-0.265290837,21,100
Market-Adjusted Model,14443,2023-03-13,-0.003363031,0.0007509581,0.0008744176,21,100
Market-Adjusted Model,14444,2023-03-13,0.0769231216,0.1705363777,0.0811605697,21,100
Market-Adjusted Model,14449,2023-03-13,-0.400119962,-0.373778902,-0.395882514,21,100
Market-Adjusted Model,14450,2023-03-13,-0.0847511,-0.076002411,-0.080513652,21,100
Market-Adjusted Model,14451,2023-03-13,-0.001193345,-0.021120541,-0.021159368,5,100
Market-Adjusted Model,14452,2023-03-13,-0.192804998,-0.181727551,-0.18856755,21,100
Market-Adjusted Model,14456,2023-03-13,-0.040235858,-0.032470189,-0.03599841,21,100
Market-Adjusted Model,14459,2023-03-13,-0.224040303,-0.241602911,-0.219802855,21,100
Market-Adjusted Model,14460,2023-03-13,-0.036138175,-0.032547147,-0.031900727,21,100
Market-Adjusted Model,14466,2023-03-13,0.0085170399,0.0206636946,0.012754488,21,100
Market-Adjusted Model,14467,2023-03-13,-0.042057382,-0.028410089,-0.037819934,21,100
Market-Adjusted Model,14468,2023-03-13,0.1029125645,0.1221431382,0.1071500126,21,100
Market-Adjusted Model,14469,2023-03-13,0.1687444864,0.1836727152,0.1729819344,21,100
Market-Adjusted Model,14472,2023-03-13,-0.073508025,-0.064387644,-0.069270576,21,100
Market-Adjusted Model,14479,2023-03-13,-0.038710307,-0.031806473,-0.034472859,21,100
Market-Adjusted Model,14483,2023-03-13,-0.005876067,-0.001398179,-0.001638619,21,100
Market-Adjusted Model,14484,2023-03-13,-0.015141041,-0.011037186,-0.010903593,21,100
Market-Adjusted Model,14485,2023-03-13,0.0031402394,0.0060364508,0.0073776875,21,100
Market-Adjusted Model,14486,2023-03-13,-0.002140613,0.0025751995,0.0020968347,21,100
Market-Adjusted Model,14487,2023-03-13,-0.013268955,-0.008488117,-0.009031507,21,100
Market-Adjusted Model,14489,2023-03-13,-0.177816859,-0.186176765,-0.173579411,21,100
Market-Adjusted Model,14490,2023-03-13,-0.401315764,-0.487302081,-0.397078316,21,100
Market-Adjusted Model,14492,2023-03-13,0.0027252561,0.0056220917,0.0069627042,21,100
Market-Adjusted Model,14493,2023-03-13,-0.140368186,-0.138388414,-0.136130737,21,100
Market-Adjusted Model,14494,2023-03-13,-0.002676591,0.0008708711,0.0015608575,21,100
Market-Adjusted Model,14495,2023-03-13,0.0060810919,0.0119510471,0.0103185399,21,100
Market-Adjusted Model,14497,2023-03-13,-0.01943848,0.0002528897,-0.015201032,21,100
Market-Adjusted Model,14501,2023-03-13,-0.022983584,-0.01838252,-0.018746136,21,100
Market-Adjusted Model,14503,2023-03-13,-0.114084756,-0.11284373,-0.109847308,21,100
Market-Adjusted Model,14504,2023-03-13,-0.148351701,-0.134014553,-0.144114253,21,100
Market-Adjusted Model,14505,2023-03-13,-0.093722405,-0.089141384,-0.089484957,21,100
Market-Adjusted Model,14507,2023-03-13,-0.066925104,-0.064079285,-0.062687656,21,100
Market-Adjusted Model,14513,2023-03-13,-0.008887155,-0.004458327,-0.004649706,21,100
Market-Adjusted Model,14515,2023-03-13,-0.019320532,-0.015425442,-0.015083084,21,100
Market-Adjusted Model,14516,2023-03-13,-0.2763995,-0.263412602,-0.272162052,21,100
Market-Adjusted Model,14520,2023-03-13,-0.035563691,-0.029905794,-0.031326243,21,100
Market-Adjusted Model,14521,2023-03-13,-0.087297858,-0.084742006,-0.083060409,21,100
Market-Adjusted Model,14522,2023-03-13,0.0145133515,0.0288468463,0.0187507996,21,100
Market-Adjusted Model,14523,2023-03-13,-0.177144129,-0.169133698,-0.172906681,21,100
Market-Adjusted Model,14526,2023-03-13,-0.083260675,-0.078402407,-0.079023227,21,100
Market-Adjusted Model,14529,2023-03-13,-0.060532619,-0.055803922,-0.056295171,21,100
Market-Adjusted Model,14531,2023-03-13,-0.204773982,-0.166267827,-0.200536534,21,100
Market-Adjusted Model,14532,2023-03-13,0.1136820695,0.1148595421,0.1179195176,21,100
Market-Adjusted Model,14535,2023-03-13,0.3015282784,0.3417709563,0.3057657265,21,100
Market-Adjusted Model,14536,2023-03-13,-0.110497204,-0.098361121,-0.106259756,21,100
Market-Adjusted Model,14538,2023-03-13,-0.242424261,-0.239248076,-0.238186813,21,100
Market-Adjusted Model,14539,2023-03-13,-0.080216403,-0.07768663,-0.075978955,21,100
Market-Adjusted Model,14540,2023-03-13,-0.257699425,-0.27175978,-0.253461977,21,100
Market-Adjusted Model,14541,2023-03-13,-0.029308599,-0.024280197,-0.025071151,21,100
Market-Adjusted Model,14542,2023-03-13,0.1534415185,0.1500131375,0.1576789666,21,100
Market-Adjusted Model,14543,2023-03-13,0.0601266549,0.0731497032,0.064364103,21,100
Market-Adjusted Model,14544,2023-03-13,0.1065162749,0.1292390281,0.1107537229,21,100
Market-Adjusted Model,14545,2023-03-13,-0.264637544,-0.209712888,-0.260400096,21,100
Market-Adjusted Model,14546,2023-03-13,0.0521885464,0.0669677261,0.0564259945,21,100
Market-Adjusted Model,14547,2023-03-13,-0.07933207,-0.076205203,-0.075094622,21,100
Market-Adjusted Model,14548,2023-03-13,0.042016752,0.0733537984,0.0462542001,21,100
Market-Adjusted Model,14549,2023-03-13,-0.090222914,-0.089018754,-0.085985465,21,100
Market-Adjusted Model,14550,2023-03-13,-0.165517231,-0.157023013,-0.161279783,21,100
Market-Adjusted Model,14551,2023-03-13,-0.147826082,-0.153745495,-0.143588633,21,100
Market-Adjusted Model,14554,2023-03-13,-0.206572789,-0.185796527,-0.20233534,21,100
Market-Adjusted Model,14555,2023-03-13,0.2245989081,0.2720464811,0.2288363562,21,100
Market-Adjusted Model,14556,2023-03-13,-0.149891941,-0.13853696,-0.145654493,21,100
Market-Adjusted Model,14558,2023-03-13,-0.198544019,-0.20082076,-0.194306571,21,100
Market-Adjusted Model,14559,2023-03-13,-0.271245619,-0.30296012,-0.267008171,21,100
Market-Adjusted Model,14560,2023-03-13,0.0058591459,0.0104160961,0.010096594,21,100
Market-Adjusted Model,14565,2023-03-13,-0.022907409,-0.016022224,-0.018669961,21,100
Market-Adjusted Model,14566,2023-03-13,-0.039735108,-0.033254236,-0.03549766,21,100
Market-Adjusted Model,14571,2023-03-13,0.0104546023,0.0133647787,0.0146920504,21,100
Market-Adjusted Model,14572,2023-03-13,-0.100083348,-0.094390952,-0.0958459,21,100
Market-Adjusted Model,14574,2023-03-13,-0.09865157,-0.097119714,-0.094414122,21,100
Market-Adjusted Model,14579,2023-03-13,-0.071365279,-0.067533856,-0.067127831,21,100
Market-Adjusted Model,14580,2023-03-13,-0.168784075,-0.170800172,-0.164546627,21,100
Market-Adjusted Model,14590,2023-03-13,3.181277E-11,0.0029756679,0.0042374481,21,100
Market-Adjusted Model,14591,2023-03-13,-0.037735818,-0.026710959,-0.03349837,21,100
Market-Adjusted Model,14593,2023-03-13,0.0788630061,0.0808226448,0.0831004542,21,100
Market-Adjusted Model,14596,2023-03-13,-0.11910107,-0.117923016,-0.114863622,21,100
Market-Adjusted Model,14599,2023-03-13,-0.130202809,-0.133898905,-0.125965361,21,100
Market-Adjusted Model,14601,2023-03-13,-0.133763368,-0.134602383,-0.12952592,21,100
Market-Adjusted Model,14603,2023-03-13,-0.036510677,-0.030146243,-0.032273229,21,100
Market-Adjusted Model,14604,2023-03-13,-0.107268981,-0.102547572,-0.103031533,21,100
Market-Adjusted Model,14607,2023-03-13,-0.157706112,-0.077001257,-0.153468664,21,100
Market-Adjusted Model,14608,2023-03-13,-0.266409251,-0.291657172,-0.262171803,21,100
Market-Adjusted Model,14609,2023-03-13,-0.134782586,-0.135059199,-0.130545138,21,100
Market-Adjusted Model,14610,2023-03-13,-0.443978837,-0.475196798,-0.439741388,21,100
Market-Adjusted Model,14611,2023-03-13,-0.304189419,-0.332153123,-0.299951971,21,100
Market-Adjusted Model,14615,2023-03-13,-0.190476197,-0.163020204,-0.186238749,21,100
Market-Adjusted Model,14616,2023-03-13,-0.102926865,-0.095095756,-0.098689417,21,100
Market-Adjusted Model,14617,2023-03-13,0.0216871547,0.0310863938,0.0259246028,21,100
Market-Adjusted Model,14618,2023-03-13,-0.135135099,-0.132628341,-0.130897651,21,100
Market-Adjusted Model,14619,2023-03-13,-0.354025238,-0.390132776,-0.34978779,21,100
Market-Adjusted Model,14620,2023-03-13,0.0158537984,0.0197930771,0.0200912465,21,100
Market-Adjusted Model,14624,2023-03-13,-0.001086769,0.0066848654,0.0031506787,21,100
Market-Adjusted Model,14625,2023-03-13,0.2845187393,0.3282623196,0.2887561874,21,100
Market-Adjusted Model,14626,2023-03-13,-0.02489049,-0.02123195,-0.020653042,21,100
Market-Adjusted Model,14627,2023-03-13,-0.007690566,-0.004554898,-0.003453118,21,100
Market-Adjusted Model,14631,2023-03-13,0.0809116881,0.0824999025,0.0851491362,21,100
Market-Adjusted Model,14632,2023-03-13,-0.133333352,-0.130630612,-0.129095904,21,100
Market-Adjusted Model,14635,2023-03-13,-0.062730557,-0.058576053,-0.058493109,21,100
Market-Adjusted Model,14636,2023-03-13,-0.110000014,-0.090994985,-0.105762565,21,100
Market-Adjusted Model,14639,2023-03-13,0.0132964761,0.017008974,0.0175339242,21,100
Market-Adjusted Model,14640,2023-03-13,0.0263813067,0.0304007969,0.0306187548,21,100
Market-Adjusted Model,14642,2023-03-13,-0.052535393,-0.04084604,-0.048297945,21,100
Market-Adjusted Model,14643,2023-03-13,-0.084152953,-0.082599954,-0.079915505,21,100
Market-Adjusted Model,14645,2023-03-13,-0.025704811,0.0053448571,-0.021467363,21,100
Market-Adjusted Model,14647,2023-03-13,0.25698327,0.2622965834,0.2612207181,21,100
Market-Adjusted Model,14650,2023-03-13,-0.159616649,-0.163351353,-0.155379201,21,100
Market-Adjusted Model,14651,2023-03-13,-0.064128199,-0.059726155,-0.05989075,21,100
Market-Adjusted Model,14652,2023-03-13,0.0101520081,0.01307741,0.0143894562,21,100
Market-Adjusted Model,14653,2023-03-13,-0.115796293,-0.112809413,-0.111558845,21,100
Market-Adjusted Model,14655,2023-03-13,-0.112053586,-0.104912581,-0.107816138,21,100
Market-Adjusted Model,14660,2023-03-13,0.0275260994,0.0311172694,0.0317635475,21,100
Market-Adjusted Model,14661,2023-03-13,-0.067010364,-0.046866239,-0.062772916,21,100
Market-Adjusted Model,14662,2023-03-13,-0.011589457,-0.007691766,-0.007352009,21,100
Market-Adjusted Model,14663,2023-03-13,-0.083333325,-0.066797392,-0.079095877,21,100
Market-Adjusted Model,14668,2023-03-13,0.1849314895,0.2974235725,0.1891689375,21,100
Market-Adjusted Model,14670,2023-03-13,-0.263598277,-0.289667984,-0.259360829,21,100
Market-Adjusted Model,14674,2023-03-13,0.0932117641,0.100749756,0.0974492122,21,100
Market-Adjusted Model,14676,2023-03-13,-0.016853918,0.0111163643,-0.01261647,21,100
Market-Adjusted Model,14677,2023-03-13,-0.083333353,-0.066940783,-0.079095905,21,100
Market-Adjusted Model,14678,2023-03-13,-0.042553184,-0.039207445,-0.038315736,21,100
Market-Adjusted Model,14682,2023-03-13,-0.04992195,0.0003307122,-0.045684502,21,100
Market-Adjusted Model,14684,2023-03-13,-0.01032051,0.0077094061,-0.006083062,21,100
Market-Adjusted Model,14686,2023-03-13,-0.063882046,-0.046885686,-0.059644598,21,100
Market-Adjusted Model,14687,2023-03-13,0.0505729347,0.0574176915,0.0548103828,21,100
Market-Adjusted Model,14688,2023-03-13,0.1644129792,0.1682649967,0.1686504272,21,100
Market-Adjusted Model,14689,2023-03-13,-0.286089214,-0.302882006,-0.281851766,21,100
Market-Adjusted Model,14690,2023-03-13,0.4644068272,0.4440651078,0.4686442753,21,100
Market-Adjusted Model,14691,2023-03-13,0.0858208473,0.1015402705,0.0900582953,21,100
Market-Adjusted Model,14694,2023-03-13,-0.058365705,-0.054776309,-0.054128257,21,100
Market-Adjusted Model,14702,2023-03-13,0.0679184741,0.0731957652,0.0721559222,21,100
Market-Adjusted Model,14705,2023-03-13,-0.105990786,-0.105446296,-0.101753338,21,100
Market-Adjusted Model,14708,2023-03-13,-0.220972709,-0.236977071,-0.216735261,21,100
Market-Adjusted Model,14710,2023-03-13,-0.044736805,-0.027898787,-0.040499357,21,100
Market-Adjusted Model,14711,2023-03-13,-0.284565925,-0.307415578,-0.280328477,21,100
Market-Adjusted Model,14714,2023-03-13,0.2392828783,0.2221853702,0.2435203264,21,100
Market-Adjusted Model,14715,2023-03-13,-0.341552496,-0.37874602,-0.337315048,21,100
Market-Adjusted Model,14716,2023-03-13,0.0293170091,0.0339060519,0.0335544572,21,100
Market-Adjusted Model,14720,2023-03-13,-0.026128284,-0.008119121,-0.021890836,21,100
Market-Adjusted Model,14722,2023-03-13,-0.072378927,-0.070148245,-0.068141479,21,100
Market-Adjusted Model,14724,2023-03-13,0.0202150068,0.0232198568,0.0244524549,21,100
Market-Adjusted Model,14725,2023-03-13,-0.02253322,-0.018775291,-0.018295771,21,100
Market-Adjusted Model,14726,2023-03-13,0.0137614677,0.0174490215,0.0179989158,21,100
Market-Adjusted Model,14731,2023-03-13,-0.006082035,-0.001048014,-0.001844587,21,100
Market-Adjusted Model,14734,2023-03-13,-0.08196966,-0.077947966,-0.077732212,21,100
Market-Adjusted Model,14747,2023-03-13,0.0088608985,0.0125253544,0.0130983465,21,100
Market-Adjusted Model,14748,2023-03-13,0.0092319047,0.0128933069,0.0134693528,21,100
Market-Adjusted Model,14749,2023-03-13,0.0134811518,0.0174425814,0.0177185999,21,100
Market-Adjusted Model,14751,2023-03-13,-0.021160539,-0.005656459,-0.016923091,21,100
Market-Adjusted Model,14759,2023-03-13,-0.066978925,-0.056701226,-0.062741477,21,100
Market-Adjusted Model,14763,2023-03-13,-0.00691382,0.0079452772,-0.002676372,21,100
Market-Adjusted Model,14769,2023-03-13,-0.015488852,-0.010953041,-0.011251404,21,100
Market-Adjusted Model,14770,2023-03-13,-0.067784826,-0.065147696,-0.063547378,21,100
Market-Adjusted Model,14771,2023-03-13,0.0100166306,0.0143560958,0.0142540787,21,100
Market-Adjusted Model,14773,2023-03-13,0.0303249163,0.0404902019,0.0345623644,21,100
Market-Adjusted Model,14776,2023-03-13,-0.208938539,-0.220238936,-0.204701091,21,100
Market-Adjusted Model,14777,2023-03-13,-0.032343365,-0.029010133,-0.028105917,21,100
Market-Adjusted Model,14778,2023-03-13,0.2020322493,0.2042120707,0.2062696974,21,100
Market-Adjusted Model,14782,2023-03-13,-0.319122538,-0.323978337,-0.31488509,21,100
Market-Adjusted Model,14783,2023-03-13,-0.063431239,-0.060411586,-0.05919379,21,100
Market-Adjusted Model,14785,2023-03-13,-0.03625102,-0.027509072,-0.032013572,21,100
Market-Adjusted Model,14786,2023-03-13,0.0028380225,0.0118783217,0.0070754706,21,100
Market-Adjusted Model,14790,2023-03-13,0.1558571234,0.1641829724,0.1600945715,21,100
Market-Adjusted Model,14791,2023-03-13,-0.207274416,-0.196259182,-0.203036968,21,100
Market-Adjusted Model,14794,2023-03-13,-0.05853767,-0.055775034,-0.054300222,21,100
Market-Adjusted Model,14795,2023-03-13,-0.0903488,-0.083461379,-0.086111352,21,100
Market-Adjusted Model,14797,2023-03-13,-0.371626299,-0.343672038,-0.367388851,21,100
Market-Adjusted Model,14798,2023-03-13,-0.037135441,-0.033518962,-0.032897993,21,100
Market-Adjusted Model,14800,2023-03-13,-0.036510044,-0.032693787,-0.032272596,21,100
